lines/a01/a01-007/a01-007-00.png|Since 1958 , 13 Labour life Peers and
lines/a01/a01-007/a01-007-01.png|Peeresses have been created . Most Labour
lines/a01/a01-007/a01-007-02.png|sentiment would # still favour the abolition
lines/a01/a01-007/a01-007-03.png|of the House of Lords , but while it remains
lines/a01/a01-007/a01-007-04.png|Labour has to have an adequate number of
lines/a01/a01-007/a01-007-05.png|members . THE two rival African Nationalist
lines/a01/a01-007/a01-007-06.png|Parties of Northern Rhodesia have agreed to
lines/a01/a01-007/a01-007-07.png|get together to face the challenge from Sir
lines/a01/a01-007/a01-007-08.png|Roy Welensky , the Federal Premier .
lines/a01/a01-007u/a01-007u-00.png|Since 1958 , 13 Labour life Peers and
lines/a01/a01-007u/a01-007u-01.png|Peeresses have been created . Most Labour
lines/a01/a01-007u/a01-007u-02.png|sentiment would still favour the abolition
lines/a01/a01-007u/a01-007u-03.png|of the House of Lords , but while it remains
lines/a01/a01-007u/a01-007u-04.png|Labour has to have an adequate number
lines/a01/a01-007u/a01-007u-05.png|of members . THE two rival African
lines/a01/a01-007u/a01-007u-06.png|Nationalist Parties of Northern Rhodesia
lines/a01/a01-007u/a01-007u-07.png|have agreed to get together to face
lines/a01/a01-007u/a01-007u-08.png|the challenge from Sir Roy Welensky ,
lines/a01/a01-007u/a01-007u-09.png|the Federal Premier .
lines/a01/a01-007x/a01-007x-00.png|Since 1958 , 13 Labour life Peers and #
lines/a01/a01-007x/a01-007x-01.png|Peeresses have been created . Most Labour sentiment
lines/a01/a01-007x/a01-007x-02.png|would still favour the abolition of the House
lines/a01/a01-007x/a01-007x-03.png|of Lords , but while it remains Labour has to
lines/a01/a01-007x/a01-007x-04.png|have an adequate number of members . THE
lines/a01/a01-007x/a01-007x-05.png|two rival African Nationalist Parties of Northern
lines/a01/a01-007x/a01-007x-06.png|Rhodesia have agreed to get together to face the
lines/a01/a01-007x/a01-007x-07.png|challenge from Sir Roy Welensky , the Federal Premier .
lines/a01/a01-011/a01-011-00.png|Delegates from Mr. Kenneth Kaunda's United National Independence
lines/a01/a01-011/a01-011-02.png|National Congress ( 400,000 ) will meet in London today
lines/a01/a01-011/a01-011-03.png|to discuss a common course of action . Sir Roy is
lines/a01/a01-011/a01-011-04.png|violently opposed to Africans getting an elected majority
lines/a01/a01-011/a01-011-05.png|in Northern Rhodesia , but the Colonial Secretary ,
lines/a01/a01-011/a01-011-06.png|Mr. Iain Macleod , is insisting on a policy of change .
lines/a01/a01-011u/a01-011u-00.png|Delegates from Mr. Kenneth Kaunda's
lines/a01/a01-011u/a01-011u-01.png|United National Independence Party
lines/a01/a01-011u/a01-011u-02.png|( 280,000 members ) and Mr. Harry Nkumbula's
lines/a01/a01-011u/a01-011u-03.png|African National Congress ( 400,000 ) will
lines/a01/a01-011u/a01-011u-04.png|meet in London today to discuss a common
lines/a01/a01-011u/a01-011u-05.png|course of action . Sir Roy is violently
lines/a01/a01-011u/a01-011u-06.png|opposed to Africans getting an elected
lines/a01/a01-011u/a01-011u-07.png|majority in Northern Rhodesia , but the
lines/a01/a01-011u/a01-011u-08.png|Colonial Secretary , Mr. Iain Macleod ,
lines/a01/a01-011u/a01-011u-09.png|is insisting on a policy of change .
lines/a01/a01-011x/a01-011x-08.png|Macleod , is insisting on a policy of change .
lines/a01/a01-014/a01-014-00.png|Sir Roy's United Federal Party is boycotting
lines/a01/a01-014/a01-014-01.png|the London talks on the Protectorate's
lines/a01/a01-014/a01-014-02.png|future . Said Mr. Nkumbula last night :
lines/a01/a01-014/a01-014-03.png| We want to discuss what to do if the
lines/a01/a01-014/a01-014-04.png|British Government gives in to Sir Roy and
lines/a01/a01-014/a01-014-05.png|the talks fall through . There are bound
lines/a01/a01-014/a01-014-07.png|chief aide , Mr. Julius Greenfield , telephoned
lines/a01/a01-014/a01-014-08.png|his chief a report on his talks with
lines/a01/a01-014/a01-014-09.png|Mr. Macmillan at Chequers .
lines/a01/a01-014u/a01-014u-00.png|Sir Roy's United Federal Party is
lines/a01/a01-014u/a01-014u-01.png|boycotting the London talks on the
lines/a01/a01-014u/a01-014u-03.png|last night :  We want to discuss what to
lines/a01/a01-014u/a01-014u-04.png|do if the British demonstrations . 
lines/a01/a01-014u/a01-014u-05.png|Yesterday Sir Roy's chief aide , Mr.
lines/a01/a01-014u/a01-014u-06.png|Julius Greenfield , telephoned his chief
lines/a01/a01-014u/a01-014u-07.png|a report on his talks with Mr. Macmillan
lines/a01/a01-014u/a01-014u-08.png|at Chequers .
lines/a01/a01-014x/a01-014x-00.png|Sir Roy's United Federal Party is boycotting
lines/a01/a01-014x/a01-014x-01.png|the London talks on the Protectorate's
lines/a01/a01-014x/a01-014x-02.png|future . Said Mr. Nkumbula last night :
lines/a01/a01-014x/a01-014x-03.png| We want to discuss what to do if the
lines/a01/a01-014x/a01-014x-04.png|British Government gives in to Sir Roy
lines/a01/a01-014x/a01-014x-05.png|and the talks fall through . There are bound
lines/a01/a01-014x/a01-014x-06.png|to be demonstrations .  Yesterday Sir Roy's
lines/a01/a01-014x/a01-014x-07.png|chief aide , Mr. Julius Greenfield , telephoned
lines/a01/a01-014x/a01-014x-08.png|his chief a report on his talks with Mr.
lines/a01/a01-014x/a01-014x-09.png|Macmillan at Chequers .
lines/a01/a01-020/a01-020-00.png|Mr. Macleod went on with the conference at
lines/a01/a01-020/a01-020-01.png|Lancaster House despite the crisis which had
lines/a01/a01-020/a01-020-02.png|blown up . He has now revealed his full plans
lines/a01/a01-020/a01-020-03.png|to the Africans and Liberals attending . These
lines/a01/a01-020/a01-020-04.png|plans do not give the Africans the overall
lines/a01/a01-020/a01-020-05.png|majority they are seeking . African delegates
lines/a01/a01-020/a01-020-06.png|are studying them today . The conference
lines/a01/a01-020/a01-020-07.png|will meet to discuss the function of a
lines/a01/a01-020/a01-020-08.png|proposed House of Chiefs .
lines/a01/a01-020u/a01-020u-00.png|Mr. Macleod went on with the conference
lines/a01/a01-020u/a01-020u-01.png|at Lancaster House despite the crisis
lines/a01/a01-020u/a01-020u-02.png|which had blown up . He has now revealed
lines/a01/a01-020u/a01-020u-03.png|his full plans to the Africans and Liberals
lines/a01/a01-020u/a01-020u-04.png|attending . These plans do not give the
lines/a01/a01-020u/a01-020u-05.png|Africans the overall majority they are
lines/a01/a01-020u/a01-020u-06.png|seeking . African delegates are studying
lines/a01/a01-020u/a01-020u-07.png|them today . The conference will meet
lines/a01/a01-020u/a01-020u-08.png|to discuss the function of a proposed
lines/a01/a01-020u/a01-020u-09.png|House of Chiefs .
lines/a01/a01-020x/a01-020x-00.png|Mr. Macleod went on with the conference at
lines/a01/a01-020x/a01-020x-01.png|Lancaster House despite the crisis which had
lines/a01/a01-020x/a01-020x-02.png|blown up . He has now revealed his full plans
lines/a01/a01-020x/a01-020x-03.png|to the Africans and Liberals attending . These
lines/a01/a01-020x/a01-020x-04.png|plans do not give the Africans the overall majo-
lines/a01/a01-020x/a01-020x-05.png|rity they are seeking . African delegates are
lines/a01/a01-020x/a01-020x-06.png|studying them today . The conference will meet
lines/a01/a01-020x/a01-020x-07.png|to discuss the function of a proposed House
lines/a01/a01-020x/a01-020x-08.png|of Chiefs .
lines/a01/a01-026/a01-026-00.png|MR. IAIN MACLEOD , the Colonial Secretary , denied
lines/a01/a01-026/a01-026-01.png|in the Commons last night that there have been
lines/a01/a01-026/a01-026-03.png|The Northern Rhodesia conference in London has
lines/a01/a01-026/a01-026-04.png|been boycotted by the two main settlers' parties -
lines/a01/a01-026/a01-026-05.png|the United Federal Party and the Dominion Party .
lines/a01/a01-026/a01-026-06.png|But representatives of Sir Roy Welensky , Prime
lines/a01/a01-026/a01-026-08.png|to Chequers at the week-end for talks with
lines/a01/a01-026/a01-026-09.png|Mr. Macmillan .
lines/a01/a01-026u/a01-026u-00.png|MR. IAIN MACLEOD , the Colonial Secretary ,
lines/a01/a01-026u/a01-026u-01.png|denied in the Commons last night that
lines/a01/a01-026u/a01-026u-02.png|there have been secret negotiations on
lines/a01/a01-026u/a01-026u-03.png|Northern Rhodesia's future . The Northern
lines/a01/a01-026u/a01-026u-04.png|Rhodesia conference in London has been
lines/a01/a01-026u/a01-026u-05.png|boycotted by the two main settlers' parties -
lines/a01/a01-026u/a01-026u-06.png|the United Federal Party and the Dominion
lines/a01/a01-026u/a01-026u-07.png|Party . But representatives of Sir Roy
lines/a01/a01-026u/a01-026u-08.png|Welensky , Prime Minister of the Central
lines/a01/a01-026u/a01-026u-09.png|African Federation , went to Chequers at
lines/a01/a01-026u/a01-026u-10.png|the week-end for talks with Mr. Macmillan .
lines/a01/a01-026x/a01-026x-00.png|Mr. Iain Macleod , the Colonial Secretary , denied
lines/a01/a01-026x/a01-026x-01.png|in the Commons last night that there have
lines/a01/a01-026x/a01-026x-02.png|been secret negotiations on the Northern Rhodesia's
lines/a01/a01-026x/a01-026x-03.png|future . The Northern Rhodesia conference in
lines/a01/a01-026x/a01-026x-06.png|and the Dominion Party . But representatives
lines/a01/a01-026x/a01-026x-07.png|of Sir Roy Welensky , Prime Minister of the
lines/a01/a01-026x/a01-026x-08.png|Central African Federation , went to Chequers
lines/a01/a01-026x/a01-026x-09.png|at the week-end for talks with Mr. Macmillan .
lines/a01/a01-030/a01-030-00.png|Northern Rhodesia is a member of the Federation .
lines/a01/a01-030/a01-030-02.png|M Ps yesterday :  I have no knowledge of secret negotiations . 
lines/a01/a01-030/a01-030-03.png|He said Britain had an obligation to consult the Federal
lines/a01/a01-030/a01-030-04.png|Government . But the final decision remained with the British
lines/a01/a01-030/a01-030-06.png|said Sir Roy had no right to delay progress in the talks by
lines/a01/a01-030/a01-030-07.png|refusing to sit round the conference table .
lines/a01/a01-030u/a01-030u-00.png|Northern Rhodesia is a member of the Federation .
lines/a01/a01-030u/a01-030u-01.png|Mr. Macleod was not at the week-end
lines/a01/a01-030u/a01-030u-03.png|have no knowledge of secret negotiations . 
lines/a01/a01-030u/a01-030u-04.png|He said Britain had an obligation to consult
lines/a01/a01-030u/a01-030u-05.png|the Federal Government . But the final
lines/a01/a01-030u/a01-030u-06.png|decision remained with the British Government .
lines/a01/a01-030u/a01-030u-07.png|Mr. James Callaghan , Labour's Colonial
lines/a01/a01-030u/a01-030u-08.png|spokesman , said Sir Roy had no right to
lines/a01/a01-030u/a01-030u-09.png|delay progress in the talks by refusing
lines/a01/a01-030u/a01-030u-10.png|to sit round the conference table .
lines/a01/a01-030x/a01-030x-00.png|Northern Rhodesia is a member of the Fede-
lines/a01/a01-030x/a01-030x-01.png|ration . Mr. Macleod was not at the week-end
lines/a01/a01-030x/a01-030x-02.png|meeting . But he told M Ps yesterday :  I
lines/a01/a01-030x/a01-030x-03.png|have no knowledge of secret negotiations .  He
lines/a01/a01-030x/a01-030x-04.png|said Britain had an obligation to consult
lines/a01/a01-030x/a01-030x-06.png|Labour's Colonial spokesman , said Sir Roy had
lines/a01/a01-030x/a01-030x-07.png|no right to delay progress in the talks by
lines/a01/a01-030x/a01-030x-08.png|refusing to sit round the conference table .
lines/a01/a01-038/a01-038-00.png|Mr. Macleod thought the two Rhodesian
lines/a01/a01-038/a01-038-01.png|parties had refused to attend the talks
lines/a01/a01-038/a01-038-02.png|because Sir Roy had found messages
lines/a01/a01-038/a01-038-03.png|sent from the Government were  unsatisfac-
lines/a01/a01-038/a01-038-05.png|day called on Mr. Macmillan to cease his
lines/a01/a01-038/a01-038-06.png|negotiations with Sir Roy's representative ,
lines/a01/a01-038/a01-038-07.png|Mr. Julius Greenfield . He was at Che-
lines/a01/a01-038/a01-038-08.png|quers last week-end . They said they
lines/a01/a01-038/a01-038-09.png|regarded with  growing anger  the  gross
lines/a01/a01-038/a01-038-10.png|and unconstitutional  interference by
lines/a01/a01-038/a01-038-11.png|Sir Roy's Federal Government in the
lines/a01/a01-038/a01-038-12.png|talks .
lines/a01/a01-038x/a01-038x-00.png|Mr. Macleod thought the two Rhodesian parties
lines/a01/a01-038x/a01-038x-01.png|had refused to attend the talks because Sir Roy
lines/a01/a01-038x/a01-038x-02.png|had found messages sent from the Government were
lines/a01/a01-038x/a01-038x-04.png|called on Mr. Macmillan to cease his negotiations with
lines/a01/a01-038x/a01-038x-08.png|interference by Sir Roy's Federal Government in the talks .
lines/a01/a01-043/a01-043-00.png|Informal talks at Lancaster House will
lines/a01/a01-043/a01-043-01.png|resume today . President Kennedy today
lines/a01/a01-043/a01-043-02.png|defended the appointment of a Negro as
lines/a01/a01-043/a01-043-03.png|his Housing Minister . It has aroused
lines/a01/a01-043/a01-043-04.png|strong opposition from the anti-Negro
lines/a01/a01-043/a01-043-07.png|of his tasks will be to see there is no
lines/a01/a01-043/a01-043-08.png|racial discrimination in Government
lines/a01/a01-043/a01-043-09.png|and State housing projects .
lines/a01/a01-043u/a01-043u-00.png|Informal talks at Lancaster House will
lines/a01/a01-043u/a01-043u-01.png|resume today . PRESIDENT KENNEDY today
lines/a01/a01-043u/a01-043u-02.png|defended the appointment of a Negro as
lines/a01/a01-043u/a01-043u-03.png|his Housing Minister . It has aroused strong
lines/a01/a01-043u/a01-043u-04.png|opposition from the anti-Negro senators of the
lines/a01/a01-043u/a01-043u-05.png|Deep South . The negro is Mr. Robert #
lines/a01/a01-043u/a01-043u-06.png|Weaver of New York . One of his tasks will
lines/a01/a01-043u/a01-043u-07.png|be to see there is no racial discrimination
lines/a01/a01-043u/a01-043u-08.png|in Government and State housing
lines/a01/a01-043u/a01-043u-09.png|projects .
lines/a01/a01-043x/a01-043x-00.png|Informal talks at Lancaster House will resume
lines/a01/a01-043x/a01-043x-01.png|today . PRESIDENT KENNEDY today defended
lines/a01/a01-043x/a01-043x-02.png|the appointment of a Negro as his Housing Minister .
lines/a01/a01-043x/a01-043x-03.png|It has aroused strong opposition from the anti-Negro
lines/a01/a01-043x/a01-043x-04.png|senators of the Deep South . The negro is Mr.
lines/a01/a01-043x/a01-043x-05.png|Robert Weaver of New York . One of his tasks
lines/a01/a01-043x/a01-043x-06.png|will be to see there is no racial discrimination
lines/a01/a01-043x/a01-043x-07.png|in Government and State housing projects .
lines/a01/a01-049/a01-049-00.png|Senator Allen Ellender of Louisiana sparked
lines/a01/a01-049/a01-049-01.png|off the opposition by telling a television
lines/a01/a01-049/a01-049-02.png|audience it was  current Washington gossip 
lines/a01/a01-049/a01-049-03.png|that Weaver once had Communist affiliations .
lines/a01/a01-049/a01-049-04.png|The Senate Banking Committee , which is headed
lines/a01/a01-049/a01-049-05.png|by another Southern Senator - Willis Robertson ,
lines/a01/a01-049/a01-049-06.png|of Virginia - met today in closed session
lines/a01/a01-049/a01-049-08.png|Robertson later disclosed he had sent a letter
lines/a01/a01-049/a01-049-09.png|to Mr. Kennedy saying he had received several
lines/a01/a01-049u/a01-049u-00.png|Senator Allen Ellender , of Louisiana ,
lines/a01/a01-049u/a01-049u-01.png|sparked off the opposition by telling a
lines/a01/a01-049u/a01-049u-02.png|television audience it was  current
lines/a01/a01-049u/a01-049u-03.png|Washington gossip  that Weaver once had
lines/a01/a01-049u/a01-049u-04.png|Communist affiliations . The Senate Banking
lines/a01/a01-049u/a01-049u-05.png|Committee , which is headed by another
lines/a01/a01-049u/a01-049u-06.png|Southern Senator - Willis Robertson , of
lines/a01/a01-049u/a01-049u-07.png|Virginia - met today in closed session to
lines/a01/a01-049u/a01-049u-09.png|Robertson later disclosed he had sent a letter
lines/a01/a01-049u/a01-049u-10.png|to Mr. Kennedy saying he had received
lines/a01/a01-049x/a01-049x-01.png|sparked off the opposition by telling a
lines/a01/a01-049x/a01-049x-02.png|television audience it was  current Washington
lines/a01/a01-049x/a01-049x-03.png|gossip  that Weaver once had Communist affilia-
lines/a01/a01-049x/a01-049x-04.png|tions . The Senate Banking Committee , which
lines/a01/a01-049x/a01-049x-05.png|is headed by another Southern Senator -
lines/a01/a01-049x/a01-049x-06.png|Willis Robertson , of Virginia - met today in
lines/a01/a01-049x/a01-049x-08.png|Senator Robertson later disclosed he had sent a
lines/a01/a01-049x/a01-049x-09.png|letter to Mr. Kennedy saying he had received several
lines/a01/a01-049x/a01-049x-10.png|complaints about Weaver's loyalty .
lines/a01/a01-053/a01-053-01.png|alleged association with organisations black-
lines/a01/a01-053/a01-053-02.png|listed by the Government . Immediately
lines/a01/a01-053/a01-053-03.png|Mr. Kennedy rushed a letter to Senator
lines/a01/a01-053/a01-053-06.png|He believed he would perform  outstanding
lines/a01/a01-053/a01-053-07.png|service  in his post . Senator Robertson's
lines/a01/a01-053/a01-053-09.png|nomination before it can be con-
lines/a01/a01-053/a01-053-10.png|# sidered by the full Senate .
lines/a01/a01-053u/a01-053u-00.png|He said these concerned Mr. Weaver's
lines/a01/a01-053u/a01-053u-01.png|alleged association with organisations black-
lines/a01/a01-053u/a01-053u-02.png|listed by the Government . Immediately Mr.
lines/a01/a01-053u/a01-053u-03.png|Kennedy rushed a letter to Senator Robertson
lines/a01/a01-053u/a01-053u-04.png|saying the Federal Bureau of Investigation had
lines/a01/a01-053u/a01-053u-05.png|reported on Mr. Weaver . He believed
lines/a01/a01-053u/a01-053u-06.png|he would perform  outstanding service 
lines/a01/a01-053u/a01-053u-07.png|in his post . Senator Robertson's committee
lines/a01/a01-053u/a01-053u-08.png|has to pass Mr. Weaver's nomination before it
lines/a01/a01-053u/a01-053u-09.png|can be considered by the full Senate .
lines/a01/a01-053x/a01-053x-02.png|Government . Immediately Mr. Kennedy rushed a letter
lines/a01/a01-053x/a01-053x-03.png|to Senator Robertson saying the Federal Bureau
lines/a01/a01-053x/a01-053x-04.png|of Investigation had reported on Mr. Weaver .
lines/a01/a01-053x/a01-053x-05.png|He believed he would perform  outstanding
lines/a01/a01-053x/a01-053x-06.png|service  in his post . Senator Robertson's
lines/a01/a01-053x/a01-053x-07.png|committee has to pass Mr. Weaver's
lines/a01/a01-053x/a01-053x-08.png|nomination before it can be considered by the
lines/a01/a01-053x/a01-053x-09.png|full Senate .
lines/a01/a01-058/a01-058-00.png|PRESIDENT KENNEDY is ready to get tough
lines/a01/a01-058/a01-058-01.png|over West Germany's cash offer to help
lines/a01/a01-058/a01-058-03.png|He said bluntly in Washington yester-
lines/a01/a01-058/a01-058-04.png|day that the offer - 357million - was
lines/a01/a01-058/a01-058-07.png|Germany to pay more . He did not
lines/a01/a01-058/a01-058-08.png|mention personal talks with Dr.
lines/a01/a01-058/a01-058-09.png|Adenauer , the West German Chancellor .
lines/a01/a01-058u/a01-058u-00.png|PRESIDENT KENNEDY is ready to get tough
lines/a01/a01-058u/a01-058u-01.png|over West Germany's cash offer to help
lines/a01/a01-058u/a01-058u-02.png|America's balance of payments position . He
lines/a01/a01-058u/a01-058u-03.png|said bluntly in Washington yesterday that
lines/a01/a01-058u/a01-058u-04.png|the offer - 357million - was not good enough .
lines/a01/a01-058u/a01-058u-05.png|And he indicated that his Government
lines/a01/a01-058u/a01-058u-06.png|would try to get Germany to pay more . He
lines/a01/a01-058u/a01-058u-07.png|did not mention personal talks with Dr.
lines/a01/a01-058u/a01-058u-08.png|Adenauer , the West German Chancellor .
lines/a01/a01-058x/a01-058x-00.png|PRESIDENT KENNEDY is ready to get
lines/a01/a01-058x/a01-058x-01.png|tough over West Germany's cash offer to
lines/a01/a01-058x/a01-058x-02.png|help America's balance of payments position
lines/a01/a01-058x/a01-058x-03.png|He said bluntly in Washington yesterday
lines/a01/a01-058x/a01-058x-04.png|that the offer - 357million - was not good
lines/a01/a01-058x/a01-058x-05.png|enough . And he indicated that his
lines/a01/a01-058x/a01-058x-06.png|Government would try to get Germany to
lines/a01/a01-058x/a01-058x-07.png|pay more . He did not mention personal
lines/a01/a01-058x/a01-058x-08.png|talks with Dr. Adenauer , the West
lines/a01/a01-058x/a01-058x-09.png|German Chancellor .
lines/a01/a01-063/a01-063-00.png|But he said discussions  on a higher
lines/a01/a01-063/a01-063-02.png|useful . The President will probably
lines/a01/a01-063/a01-063-03.png|discuss the problem with Dr. Brentano ,
lines/a01/a01-063/a01-063-04.png|the West German Foreign Minister , who is
lines/a01/a01-063/a01-063-05.png|due in Washington next week . A big
lines/a01/a01-063/a01-063-07.png|payment of a 210million debt to America .
lines/a01/a01-063/a01-063-08.png|United States officials quickly point out
lines/a01/a01-063/a01-063-09.png|that this is money due to America
lines/a01/a01-063/a01-063-10.png|anyway .
lines/a01/a01-063u/a01-063u-01.png|level than in the past  might be useful .
lines/a01/a01-063u/a01-063u-02.png|The President will probably discuss the
lines/a01/a01-063u/a01-063u-03.png|problem with Dr. Brentano , the West German
lines/a01/a01-063u/a01-063u-04.png|Foreign Minister , who is due in Washington
lines/a01/a01-063u/a01-063u-05.png|next week . A big slice of Germany's  aid 
lines/a01/a01-063u/a01-063u-06.png|is the early payment of a 210million
lines/a01/a01-063u/a01-063u-07.png|debt to America . United States officials
lines/a01/a01-063u/a01-063u-08.png|quickly point out that this is money due
lines/a01/a01-063u/a01-063u-09.png|to America anyway .
lines/a01/a01-063x/a01-063x-00.png|But he said discussions  on a higher
lines/a01/a01-063x/a01-063x-01.png|level than in the past  might be useful .
lines/a01/a01-063x/a01-063x-04.png|German Foreign Minister , who is due in
lines/a01/a01-063x/a01-063x-05.png|Washington next week . A big slice of
lines/a01/a01-063x/a01-063x-06.png|Germany's  aid  is the early payment
lines/a01/a01-063x/a01-063x-07.png|of a 210million debt to America . United
lines/a01/a01-068u/a01-068u-00.png|And they are unimpressed by the Germans' claim
lines/a01/a01-068u/a01-068u-01.png|that they cannot pay more than 357million
lines/a01/a01-068u/a01-068u-02.png|without upsetting their own economy . The
lines/a01/a01-068u/a01-068u-03.png|Americans say Germany is having it too
lines/a01/a01-068u/a01-068u-04.png|good and is not paying for the past
lines/a01/a01-068u/a01-068u-05.png|or for the present . The Adenauer Government
lines/a01/a01-068u/a01-068u-06.png|flatly rejected attempts by the Eisenhower
lines/a01/a01-068u/a01-068u-07.png|Government to get them to pay a regular
lines/a01/a01-068u/a01-068u-08.png|sum towards the cost of keeping American
lines/a01/a01-068u/a01-068u-09.png|troops in Germany .
lines/a01/a01-072u/a01-072u-00.png|These support costs are a big drain on
lines/a01/a01-072u/a01-072u-01.png|America's dollar reserves . Dr. Adenauer's
lines/a01/a01-072u/a01-072u-02.png|answer is the once-and-for-all cash
lines/a01/a01-072u/a01-072u-03.png|offer of 357million . President Kennedy's
lines/a01/a01-072u/a01-072u-04.png|rejection of it is a painful blow to the
lines/a01/a01-072u/a01-072u-05.png|West German Government . It will now have
lines/a01/a01-072u/a01-072u-06.png|to pay more - and increase taxation to do
lines/a01/a01-072u/a01-072u-07.png|so - or run the obvious # risks in upsetting
lines/a01/a01-072u/a01-072u-08.png|the new American administration .
lines/a01/a01-072x/a01-072x-00.png|These support costs are a big drain on America's
lines/a01/a01-072x/a01-072x-01.png|dollar reserves . Dr. Adenauer's answer is the
lines/a01/a01-072x/a01-072x-02.png|once-and-for-all cash offer of 357million . President
lines/a01/a01-072x/a01-072x-03.png|Kennedy's rejection of it is a painful blow to the
lines/a01/a01-072x/a01-072x-04.png|West German Government . It will now have to pay
lines/a01/a01-072x/a01-072x-07.png|American administration .
lines/a01/a01-077/a01-077-00.png|And , since this is election year in West
lines/a01/a01-077/a01-077-01.png|Germany , Dr. Adenauer is in a tough
lines/a01/a01-077/a01-077-02.png|spot . Joyce Egginton cables : President
lines/a01/a01-077/a01-077-03.png|Kennedy at his Washington Press con-
lines/a01/a01-077/a01-077-04.png|ference admitted he did not know
lines/a01/a01-077/a01-077-05.png|whether America was lagging behind
lines/a01/a01-077/a01-077-06.png|Russia in missile power . He said he
lines/a01/a01-077/a01-077-07.png|was waiting for his senior military
lines/a01/a01-077/a01-077-08.png|aides to come up with the answer on
lines/a01/a01-077/a01-077-09.png|February 20 .
lines/a01/a01-077u/a01-077u-01.png|Germany , Dr. Adenauer is in a tough spot .
lines/a01/a01-077u/a01-077u-02.png|Joyce Egginton cables : President Kennedy
lines/a01/a01-077u/a01-077u-03.png|at his Washington Press conference admitted
lines/a01/a01-077u/a01-077u-04.png|he did not know whether America was
lines/a01/a01-077u/a01-077u-05.png|lagging behind Russia in missile power .
lines/a01/a01-077u/a01-077u-06.png|He said he was waiting for his senior
lines/a01/a01-077u/a01-077u-07.png|military aides to come up with the answer
lines/a01/a01-077u/a01-077u-08.png|on February 20 .
lines/a01/a01-082u/a01-082u-00.png|This surprising statement was a sharp about-
lines/a01/a01-082u/a01-082u-01.png|face from his warnings during the
lines/a01/a01-082u/a01-082u-02.png|Presidential election campaign . He claimed
lines/a01/a01-082u/a01-082u-03.png|slackness in the Eisenhower Administration
lines/a01/a01-082u/a01-082u-04.png|had caused America to lag behind Russia
lines/a01/a01-082u/a01-082u-05.png|in nuclear development . President Kennedy
lines/a01/a01-082u/a01-082u-06.png|did his best to avoid giving Pressmen
lines/a01/a01-082u/a01-082u-07.png|a direct answer . George Brown
lines/a01/a01-082u/a01-082u-08.png|CHILDREN TWO men who are poles apart
lines/a01/a01-082u/a01-082u-09.png|in personality last night dominated
lines/a01/a01-087/a01-087-00.png|Mr. Brown , passionate and warm-hearted , led
lines/a01/a01-087/a01-087-01.png|Labour's attack on the higher health
